;ProcessNumber;ContractingInstitutionName;CIAddress;CICity;CICPostalCode;Subject;ProcurementName;ShipmentLocationDescription;IsSectorAgreement;CentralInstitution;GroupProcurement;ContractTermination;ZPJN;IsDevided;AgreementStartDate;AgreementEndDate;AgreeementDurationMonthsDays;ProcedureName;OfferTypeName;UseElectronicTools;ContractDate;ContractNumber;NumberOfOffers;HighestOfferValue;LowestOfferValue;VendorName;VendorAddress;VendorCity;VendorState;GroupBid;EstimatedPrice;ContractPriceWithoutVat;Vat;ContractPrice;DateOfDispatchBJN
309;01152/2020;Општина Босилово;с.Босилово бб;Струмица;2431;Сукцесивна набавка на тонери;Стоки;франко административната зграда на општина Босилово;Не;Не;Не;Не;30125000-1;Да;;;Месеци: 12;Набавки од мала вредност;Цена;Да;2020-02-27;03-1114/1;4.0;35700.0;9000.18;Друштво за  производство,трговија и услуги ЕКОС  ДООЕЛ увоз-извоз Тетово;ПРЕДРАГ ЈАНЧЕВСКИ 26;ТЕТОВО;Република Македонија;Не;20000.0;8421.0;18;9936.78;2020-03-11
310;00548/2020;ЈЗУ Општа болница со проширена дејност - Кавадарци;Ул. Шишка бр. 35;Кавадарци;1430;Инфузиони раствори;Стоки;ЈЗУ Општа Болница со проширена дејност - Кавадарци Ул. Шишка бр. 35;Не;Не;Не;Не;33692100-8;Да;02/18/2020;02/17/2021;Месеци: 12 Денови: 365;Поедноставена отворена постапка;Цена;Да;2020-02-18;03-54/11;2.0;223200.0;150310.8;Акционерско друштво за производство на лекови, медицинска опрема и материјал, промет и услуги Д-Р ПАНОВСКИ Скопје;СКУПИ 3 55;СКОПЈЕ - КАРПОШ;Република Македонија;Не;2940000.0;351791.0;5;369380.55;2020-04-02
311;00548/2020;ЈЗУ Општа болница со проширена дејност - Кавадарци;Ул. Шишка бр. 35;Кавадарци;1430;Инфузиони раствори;Стоки;ЈЗУ Општа Болница со проширена дејност - Кавадарци Ул. Шишка бр. 35;Не;Не;Не;Не;33692100-8;Да;02/18/2020;02/17/2021;Месеци: 12 Денови: 365;Поедноставена отворена постапка;Цена;Да;2020-02-18;03-54/12;1.0;119641.5;119641.5;Друштво за увоз-извоз и трговија на големо СЕПТИМА ДООЕЛ Скопје;ХРИСТО ТАТАРЧЕВ 13 9;СКОПЈЕ - КИСЕЛА ВОДА;Република Македонија;Не;2940000.0;119641.5;5;125623.58;2020-04-02
312;03639/2020;ЈЗУ Општа болница со проширена дејност - Кавадарци;Ул. Шишка бр. 35;Кавадарци;1430;Средства за хигиена;Стоки;ЈЗУ Општа болница со проширена дејност - Кавадарци Ул. Шишка бр. 35;Не;Не;Не;Не;39830000-9,39831000-6,39832000-3;Не;03/23/2020;03/22/2021;Месеци: 12 Денови: 365;Набавки од мала вредност;Цена;Да;2020-03-23;03-219/10;3.0;759550.0;562197.0;Друштво за производство,трговија и услуги РИКИ-ЈУНИОР ДООЕЛ увоз-извоз Кочани;ЛЕНИНОВА ББ;КОЧАНИ;Република Македонија;Не;508580.0;430513.0;18;508005.34;2020-04-02
313;00540/2020;ЈЗУ Општа болница со проширена дејност - Кавадарци;Ул. Шишка бр. 35;Кавадарци;1430;Печатени медицински материјал;Стоки;ЈЗУ Општа болница со проширена дејност - Кавадарци Ул. Шишка бр. 35;Не;Не;Не;Не;22000000-0,22810000-1,22820000-4;Не;02/12/2020;02/11/2021;Месеци: 12 Денови: 365;Набавки од мала вредност;Цена;Да;2020-02-12;03-52/10;3.0;481751.0;273825.0;Трговско друштво за вработување на инвалидни лица,производство,трговија и услуги УНИ-КОНЗУМ ДООЕЛ Кочани;РОЗА ПЕТРОВА 39;КОЧАНИ;Република Македонија;Не;159300.0;134187.0;18;158340.66;2020-04-02
314;01651/2020;Државен инспекторат за труд Скопје;Партизански Одреди 48а;Скопје;1000;Набавка на тоалетна хартија и средства за хигиена;Стоки;;Не;Не;Не;Не;90900000-6;Не;;;Месеци: 12;Набавки од мала вредност;Цена;Да;2000-03-05;05-725/8;4.0;209281.0;150000.0;Друштво за производство,трговија и услуги РИКИ-ЈУНИОР ДООЕЛ увоз-извоз Кочани;ЛЕНИНОВА ББ;КОЧАНИ;Република Македонија;Не;177000.0;108750.0;18;128325.0;2020-04-02
315;02373/2020;ЈУМ Центар за социјална работа-Делчево;орце николов бб;Делчево;2320;средства за хигиена;Стоки;делчево;Не;Не;Не;Не;39000000-2;Не;03/05/2020;03/04/2021;Месеци: 12 Денови: 365;Набавки од мала вредност;Цена;Да;2020-03-05;05-126/19;3.0;132488.0;88778.0;Друштво за производство,трговија и услуги РИКИ-ЈУНИОР ДООЕЛ увоз-извоз Кочани;ЛЕНИНОВА ББ;КОЧАНИ;Република Македонија;Не;248980.0;211000.0;18;248980.0;2020-03-18
316;;Град Скопје;Бул. Илинден 82;Скопје;1000;Набавка на средтсво за дезинфекција  на улици и отворени површини, за дел 1: Раствор за чистење и за дезинфекција 0,2 %;Стоки;;Не;Не;Не;Не;;Не;;;Месеци: 1;Постапка со преговарање без претходно објавување на оглас;Цена;Не;2020-04-02;08-2860/9;1.0;;;Фармацевтска хемиска козметичка индустрија  АЛКАЛОИД АД Скопје;АЛЕКСАНДАР МАКЕДОНСКИ 12;СКОПЈЕ - ГАЗИ БАБА;Република Македонија;Не;3717000.0;2800000.0;5;2940000.0;2020-04-08
317;02937/2020;ЈЗУ Клиничка Болница Тетово;29 Ноември бр.16;Тетово;1200;Прехранбени продукти -Леб и бели пецива;Стоки;;Не;Не;Не;Не;15612500-6;Не;;;Месеци: 12;Поедноставена отворена постапка;Цена;Да;2020-03-30;03-985/1;2.0;1234250.0;1204050.0;Друштво за производство и промет на големо и мало ПЕКОН ДОО експорт-импорт с.Челопек;Челопек;ЧЕЛОПЕК;Република Македонија;Не;772000.0;734490.0;5;771214.5;2020-04-08
318;00441/2020;Јавна здравствена установа Специјализирана болница за превенција лекување и рехабилитација на кардиоваскуларни заболувања Охрид;населба Св.Стефан, бб;Охрид;6000;Медицински потрошен материјал за интервентна кардиологија-стентови;Стоки;ЈЗУ Специјализирана болница за превенција, лекување и рехабилитација на кардиоваскуларни заболувања - Охрид, со адреса - населба ,,Свети Стефан“ б.б. Охрид;Не;Не;Не;Не;33111710-1;Да;;;Месеци: 12 Денови: 365;Отворена постапка;Најдобар однос помеѓу цената и квалитетот;Да;2020-03-16;03-342;2.0;4200000.0;2950000.0;Друштво за промет и услуги АЛКАЛОИД КОНС увоз извоз ДООЕЛ Скопје;БУЛЕВАР АЛЕКСАНДАР МАКЕДОНСКИ 12;СКОПЈЕ - ГАЗИ БАБА;Република Македонија;Не;31500000.0;7150000.0;5;7507500.0;2020-04-08
319;00575/2020;ЈЗУ Специјализирана болница за ортопедија и трауматологија „Св. Еразмо“ Охрид;ул. „Гоце Делчев“ б.б., Охрид;Охрид;6000;Лекови од позитивна, референтна и комерцијална листа;Стоки;ЈЗУ Специјализирана болница за ортопедија и трауматологија „Св.Еразмо„ Охрид ул. „Гоце Делчев„ б.б.;Не;Не;Не;Не;33000000-0;Да;03/21/2020;03/19/2021;Месеци: 12 Денови: 365;Отворена постапка;Цена;Да;2020-03-20;03-363;3.0;253141.0;11150.0;Друштво за трговија и услуги ГАЛИНОС ФАРМ ДОО Илинден;АНТОН ПОПОВ 1-3/27;СКОПЈЕ - КИСЕЛА ВОДА;Република Македонија;Не;5926660.58;422498.5;5;443623.43;2020-04-07
320;02878/2020;АД  Градски Трговски Центар;Кеј 13 Ноември кула 2/4;Скопје;1000;Набавка на ленти за паркинг систем и адинг ролни;Стоки;Скопје, Градски Трговски Центар;Не;Не;Не;Не;31000000-6;Не;;;Месеци: 12;Набавки од мала вредност;Цена;Да;2020-03-16;1312-1110/1;5.0;574080.0;372800.0;Друштво за производство и промет ВОЌАРКООП КОМЕРЦ ДОО Експорт-Импорт Скопје;519 38;СКОПЈЕ - ГАЗИ БАБА;Република Македонија;Не;590000.0;175000.0;18;206500.0;2020-04-07
321;03971/2020;СУГС,,Браќа Миладиновци,, - Скопје;ул. Бранко Заревски бр. 110;Скопје;1050;Набавка на други материјали-храна за животни;Стоки;;Не;Не;Не;Не;03000000-1;Не;03/27/2020;12/01/2020;;Набавки од мала вредност;Цена;Да;2020-03-23;05-214/12;3.0;199950.0;191600.0;Трговско друштво ФЛОРА-КОМПАНИ Атанас и Сашо ДОО експорт-импорт Скопје;БОРИС ТРАЈКОВСКИ 296А;СКОПЈЕ - КИСЕЛА ВОДА;Република Македонија;Не;236000.0;197900.0;0/5/18%;209043.0;2020-04-07
